Time,P,V,C
12-16-59-13,-10.542267799377441,5.461540222167969,17.75823974609375
12-16-59-13,-10.182917594909668,4.4945068359375,22.54065704345703
12-16-59-13,-9.883459091186523,5.329669952392578,20.407325744628906
12-16-59-13,-9.528305053710938,6.824176788330078,16.937728881835938
12-16-59-13,-9.138055801391602,5.549449920654297,20.079124450683594
12-16-59-13,-8.792439460754395,5.329669952392578,19.96190643310547
12-16-59-13,-8.46856689453125,5.637363433837891,16.890846252441406
12-16-59-13,-8.091287612915039,4.846153259277344,19.915016174316406
12-16-59-13,-7.775806903839111,5.549449920654297,18.53186798095703
12-16-59-14,-7.457274913787842,5.395603179931641,19.657142639160156
12-16-59-14,-7.094872951507568,5.417583465576172,18.695968627929688
12-16-59-14,-6.757266998291016,5.923076629638672,18.063003540039062
12-16-59-14,-6.401731967926025,5.571430206298828,18.109893798828125
12-16-59-14,-6.0450520515441895,5.175823211669922,19.938461303710938
12-16-59-14,-5.738727569580078,5.351650238037109,18.109893798828125
12-16-59-14,-5.385862350463867,5.527473449707031,17.21904754638672
12-16-59-14,-5.0261311531066895,4.780220031738281,20.26667022705078
12-16-59-14,-4.751087188720703,4.5604400634765625,23.197067260742188
12-16-59-14,-4.409285545349121,5.769229888916016,17.26593780517578
12-16-59-14,-4.04268741607666,5.901100158691406,18.086448669433594
12-16-59-14,-3.720722198486328,4.978023529052734,21.298171997070312
12-16-59-14,-3.3941783905029297,5.197803497314453,18.53186798095703
12-16-59-14,-3.0157546997070312,5.967033386230469,15.531135559082031
12-16-59-14,-2.6987485885620117,4.868133544921875,21.22783660888672
12-16-59-14,-2.387083053588867,4.4945068359375,19.915016174316406
12-16-59-15,-2.0510034561157227,5.967033386230469,15.015384674072266
12-16-59-15,-1.7191200256347656,5.109889984130859,19.4930419921875
12-16-59-15,-1.3937206268310547,4.6923065185546875,20.172897338867188
12-16-59-15,-1.0618371963500977,5.461540222167969,16.820510864257812
12-16-59-15,-0.7303352355957031,4.648349761962891,19.75091552734375
12-16-59-15,-0.3988323211669922,5.6813201904296875,17.96923065185547
12-16-59-15,-0.062371253967285156,5.571430206298828,19.188278198242188
12-16-59-15,0.2756156921386719,4.076923370361328,21.95458221435547
12-16-59-15,0.5922403335571289,6.032966613769531,17.172164916992188
12-16-59-15,0.9401464462280273,6.164836883544922,17.430038452148438
12-16-59-15,1.3071260452270508,4.868133544921875,19.938461303710938
12-16-59-15,1.6100177764892578,5.285713195800781,19.305496215820312
12-16-59-15,1.9602117538452148,5.0,16.75018310546875
12-16-59-15,2.3134584426879883,4.912086486816406,19.633697509765625
12-16-59-15,2.5854501724243164,4.076923370361328,23.314285278320312
12-16-59-15,2.8883419036865234,4.9340667724609375,19.000732421875
12-16-59-16,3.259899139404297,6.120880126953125,15.835895538330078
12-16-59-16,3.5803394317626953,4.978023529052734,22.048355102539062
12-16-59-16,3.906881332397461,5.0659332275390625,20.21977996826172
12-16-59-16,4.255168914794922,5.527473449707031,16.679855346679688
12-16-59-16,4.599260330200195,5.263736724853516,19.352378845214844
12-16-59-16,4.923894882202148,5.197803497314453,20.055679321289062
12-16-59-16,5.249675750732422,5.461540222167969,17.47692108154297
12-16-59-16,5.59300422668457,5.0659332275390625,20.126007080078125
12-16-59-16,5.918401718139648,5.527473449707031,17.078392028808594
12-16-59-16,6.257534027099609,5.527473449707031,16.421981811523438
12-16-59-16,6.590181350708008,4.428569793701172,21.134063720703125
12-16-59-16,6.902227401733398,5.175823211669922,17.45348358154297
12-16-59-16,7.250133514404297,6.164836883544922,17.03150177001953
12-16-59-16,7.605669021606445,4.296703338623047,23.079856872558594
12-16-59-16,7.902837753295898,5.549449920654297,18.906959533691406
12-16-59-16,8.257991790771484,6.032966613769531,17.336265563964844
12-16-59-17,8.633745193481445,5.549449920654297,19.375823974609375
12-16-59-17,8.935491561889648,5.109889984130859,20.923080444335938
12-16-59-17,9.265850067138672,5.637363433837891,17.312820434570312
12-16-59-17,9.63664436340332,5.285713195800781,17.99267578125
12-16-59-17,9.943733215332031,5.043956756591797,20.079124450683594
12-16-59-17,10.248531341552734,5.109889984130859,19.797805786132812
12-16-59-17,10.61436653137207,5.879119873046875,16.679855346679688
12-16-59-17,10.935186386108398,5.395603179931641,18.320877075195312
12-16-59-17,11.26211166381836,4.758243560791016,19.868133544921875
12-16-59-17,11.600481033325195,5.351650238037109,17.73480224609375
12-16-59-17,11.918249130249023,5.219779968261719,19.399269104003906
12-16-59-17,12.250133514404297,5.0659332275390625,18.672531127929688
12-16-59-17,-12.39967155456543,5.615383148193359,16.867401123046875
12-16-59-17,-12.082283973693848,4.142856597900391,22.25933837890625
12-16-59-17,-11.753070831298828,5.615383148193359,16.797073364257812
12-16-59-17,-11.39753532409668,5.6813201904296875,17.336265563964844
12-16-59-18,-11.06069278717041,5.043956756591797,22.681320190429688
12-16-59-18,-10.752079010009766,5.461540222167969,19.797805786132812
12-16-59-18,-10.384336471557617,6.450550079345703,15.742122650146484
12-16-59-18,-10.026130676269531,4.428569793701172,21.134063720703125
12-16-59-18,-9.726673126220703,5.483516693115234,18.27399444580078
12-16-59-18,-9.39784049987793,6.120880126953125,16.445419311523438
12-16-59-18,-9.027427673339844,5.131866455078125,18.5084228515625
12-16-59-18,-8.720722198486328,4.780220031738281,19.868133544921875
12-16-59-18,-8.416685104370117,5.571430206298828,17.71135711669922
12-16-59-18,-8.05580997467041,5.769229888916016,16.984619140625
12-16-59-18,-7.743381500244141,4.758243560791016,19.868133544921875
12-16-59-18,-7.41531229019165,4.582416534423828,20.571426391601562
12-16-59-18,-7.066262245178223,5.043956756591797,17.898902893066406
12-16-59-18,-6.742389678955078,5.329669952392578,18.20366668701172
12-16-59-18,-6.3918137550354,5.923076629638672,17.383148193359375
12-16-59-18,-6.021782398223877,5.549449920654297,17.570693969726562
12-16-59-19,-5.699053764343262,5.461540222167969,18.836631774902344
12-16-59-19,-5.36030387878418,5.549449920654297,17.73480224609375
12-16-59-19,-4.999809265136719,5.879119873046875,16.70330047607422
12-16-59-19,-4.706836223602295,4.428569793701172,22.02490997314453
12-16-59-19,-4.39631462097168,5.615383148193359,18.695968627929688
12-16-59-19,-4.05031681060791,6.098899841308594,16.820510864257812
12-16-59-19,-3.7161436080932617,4.406593322753906,23.384613037109375
12-16-59-19,-3.4273672103881836,4.4945068359375,21.22783660888672
12-16-59-19,-3.099679946899414,5.901100158691406,16.72673797607422
12-16-59-19,-2.739948272705078,4.9340667724609375,19.70403289794922
12-16-59-19,-2.427901268005371,4.714286804199219,20.688644409179688
12-16-59-19,-2.1055545806884766,5.109889984130859,18.78974151611328
12-16-59-19,-1.7320899963378906,5.527473449707031,18.649085998535156
12-16-59-19,-1.4009685516357422,5.351650238037109,19.51648712158203
12-16-59-19,-1.0637445449829102,5.835163116455078,19.375823974609375
12-16-59-19,-0.6956205368041992,5.527473449707031,19.4930419921875
12-16-59-20,-0.3622112274169922,5.285713195800781,17.828575134277344
12-16-59-20,-0.02498626708984375,5.417583465576172,17.898902893066406
12-16-59-20,0.3339815139770508,5.263736724853516,19.352378845214844
12-16-59-20,0.6383991241455078,5.263736724853516,19.25860595703125
12-16-59-20,0.9920272827148438,5.989009857177734,17.078392028808594
12-16-59-20,1.3616771697998047,5.461540222167969,18.602195739746094
12-16-59-20,1.6401538848876953,4.714286804199219,20.29010772705078
12-16-59-20,1.9647893905639648,5.131866455078125,18.109893798828125
12-16-59-20,2.3157472610473633,5.901100158691406,17.195602416992188
12-16-59-20,2.6224536895751953,4.362636566162109,22.329673767089844
12-16-59-20,2.91275691986084,4.846153259277344,19.4930419921875
12-16-59-20,3.259136199951172,5.967033386230469,16.093772888183594
12-16-59-20,3.6154346466064453,5.0,21.063735961914062
12-16-59-20,3.928243637084961,5.219779968261719,19.4930419921875
12-16-59-20,4.257076263427734,5.461540222167969,18.25054931640625
12-16-59-20,4.616426467895508,5.219779968261719,19.188278198242188
12-16-59-21,4.938392639160156,5.417583465576172,18.602195739746094
12-16-59-21,5.256160736083984,5.461540222167969,18.53186798095703
12-16-59-21,5.610551834106445,6.032966613769531,18.297439575195312
12-16-59-21,5.931753158569336,5.483516693115234,18.180221557617188
12-16-59-21,6.278896331787109,5.417583465576172,17.828575134277344
12-16-59-21,6.611162185668945,5.131866455078125,19.53992462158203
12-16-59-21,6.894216537475586,4.274726867675781,20.336997985839844
12-16-59-21,7.217327117919922,5.615383148193359,17.52381134033203
12-16-59-21,7.574007034301758,5.703296661376953,17.594139099121094
12-16-59-21,7.860494613647461,4.296703338623047,22.25933837890625
12-16-59-21,8.175210952758789,5.637363433837891,18.625640869140625
12-16-59-21,8.53265380859375,6.230770111083984,16.351646423339844
12-16-59-21,8.863012313842773,4.6923065185546875,23.806594848632812
12-16-59-21,9.158273696899414,4.9340667724609375,19.77436065673828
12-16-59-21,9.49359130859375,5.8131866455078125,17.359710693359375
12-16-59-21,9.862859725952148,5.219779968261719,19.610260009765625
12-16-59-22,10.178339004516602,4.648349761962891,20.079124450683594
12-16-59-22,10.484283447265625,5.329669952392578,18.5084228515625
12-16-59-22,10.839437484741211,5.417583465576172,18.74285888671875
12-16-59-22,11.172845840454102,5.329669952392578,19.375823974609375
12-16-59-22,11.498245239257812,5.263736724853516,18.860076904296875
12-16-59-22,11.858739852905273,5.329669952392578,18.695968627929688
12-16-59-22,12.179941177368164,5.8131866455078125,17.547256469726562
12-16-59-22,-12.462615013122559,5.461540222167969,17.52381134033203
12-16-59-22,-12.107080459594727,5.175823211669922,18.4849853515625
12-16-59-22,-11.818303108215332,4.648349761962891,20.993408203125
12-16-59-22,-11.472305297851562,5.74725341796875,17.47692108154297
12-16-59-22,-11.109521865844727,5.175823211669922,19.25860595703125
12-16-59-22,-10.821125984191895,4.626373291015625,23.548721313476562
12-16-59-22,-10.502212524414062,5.351650238037109,17.96923065185547
12-16-59-22,-10.142862319946289,5.901100158691406,16.96117401123047
12-16-59-22,-9.818989753723145,4.714286804199219,22.868865966796875
12-16-59-23,-9.514190673828125,4.714286804199219,20.336997985839844
12-16-59-23,-9.17505931854248,5.703296661376953,15.953113555908203
12-16-59-23,-8.808079719543457,5.0659332275390625,21.602928161621094
12-16-59-23,-8.488021850585938,5.527473449707031,18.883514404296875
12-16-59-23,-8.142786026000977,6.032966613769531,15.976554870605469
12-16-59-23,-7.786869525909424,5.527473449707031,18.76630401611328
12-16-59-23,-7.454986095428467,5.395603179931641,18.03955841064453
12-16-59-23,-7.134927749633789,5.197803497314453,18.649085998535156
12-16-59-23,-6.792362689971924,4.846153259277344,19.938461303710938
12-16-59-23,-6.466582775115967,5.6813201904296875,16.562637329101562
12-16-59-23,-6.117914199829102,5.703296661376953,17.52381134033203
12-16-59-23,-5.765048980712891,5.197803497314453,19.51648712158203
12-16-59-23,-5.466353893280029,5.219779968261719,18.4849853515625
12-16-59-23,-5.120355606079102,5.285713195800781,17.359710693359375
12-16-59-23,-4.772068500518799,4.758243560791016,20.196334838867188
12-16-59-23,-4.51190185546875,5.263736724853516,20.665199279785156
12-16-59-24,-4.199854850769043,5.175823211669922,18.4849853515625
12-16-59-24,-3.821049690246582,6.098899841308594,15.624908447265625
12-16-59-24,-3.5177764892578125,4.208789825439453,22.47032928466797
12-16-59-24,-3.2236595153808594,4.626373291015625,20.196334838867188
12-16-59-24,-2.892538070678711,6.120880126953125,16.23443603515625
12-16-59-24,-2.534714698791504,4.824176788330078,21.415382385253906
12-16-59-24,-2.2261009216308594,5.263736724853516,19.72747039794922
12-16-59-24,-1.9064245223999023,5.219779968261719,17.687911987304688
12-16-59-24,-1.547837257385254,4.912086486816406,19.610260009765625
12-16-59-24,-1.213282585144043,5.417583465576172,18.4849853515625
12-16-59-24,-0.8764400482177734,5.989009857177734,17.054946899414062
12-16-59-24,-0.5266265869140625,5.637363433837891,17.852012634277344
12-16-59-24,-0.19245433807373047,6.098899841308594,16.843955993652344
12-16-59-24,0.13752174377441406,5.197803497314453,18.695968627929688
12-16-59-24,0.481231689453125,4.582416534423828,20.45421600341797
12-16-59-24,0.7547492980957031,4.582416534423828,20.993408203125
12-16-59-25,1.0786218643188477,5.571430206298828,17.336265563964844
12-16-59-25,1.4276723861694336,5.549449920654297,18.156776428222656
12-16-59-25,1.6901273727416992,3.8571434020996094,24.25201416015625
12-16-59-25,1.9754714965820312,5.549449920654297,18.063003540039062
12-16-59-25,2.3317689895629883,6.274726867675781,16.609527587890625
12-16-59-25,2.6873044967651367,4.714286804199219,22.423446655273438
12-16-59-25,2.9795150756835938,4.846153259277344,20.172897338867188
12-16-59-25,3.3041505813598633,6.340660095214844,17.28937530517578
12-16-59-25,3.6825733184814453,4.758243560791016,21.368499755859375
12-16-59-25,3.9866104125976562,5.0,20.993408203125
12-16-59-25,4.281490325927734,5.395603179931641,19.422714233398438
12-16-59-25,4.637025833129883,5.989009857177734,17.75823974609375
12-16-59-25,4.953651428222656,4.9340667724609375,21.27472686767578
12-16-59-25,5.266078948974609,5.175823211669922,20.29010772705078
12-16-59-25,5.580034255981445,5.131866455078125,19.51648712158203
12-16-59-25,5.884069442749023,4.5604400634765625,21.22783660888672
12-16-59-26,6.198787689208984,5.0659332275390625,21.063735961914062
12-16-59-26,6.5218963623046875,5.549449920654297,18.76630401611328
12-16-59-26,6.823263168334961,3.2857131958007812,25.70549774169922
12-16-59-26,7.100214004516602,4.780220031738281,21.25128173828125
12-16-59-26,7.42713737487793,5.615383148193359,20.26667022705078
12-16-59-26,7.791828155517578,5.263736724853516,22.142127990722656
12-16-59-26,8.075647354125977,4.472526550292969,26.057144165039062
12-16-59-26,8.42927360534668,5.703296661376953,20.665199279785156
12-16-59-26,8.828298568725586,5.989009857177734,20.946517944335938
12-16-59-26,9.124322891235352,3.8131866455078125,27.557510375976562
12-16-59-26,9.446670532226562,5.703296661376953,21.368499755859375
12-16-59-26,9.831197738647461,6.120880126953125,21.157508850097656
12-16-59-26,10.169183731079102,4.406593322753906,26.150917053222656
12-16-59-26,10.47894287109375,5.175823211669922,24.04102325439453
12-16-59-26,10.827611923217773,6.6923065185546875,19.563369750976562
12-16-59-26,11.192684173583984,5.461540222167969,21.602928161621094
12-16-59-27,11.534103393554688,5.0659332275390625,22.51721954345703
12-16-59-27,11.866369247436523,5.351650238037109,20.594871520996094
12-16-59-27,12.196727752685547,4.428569793701172,24.22856903076172
12-16-59-27,-12.467192649841309,5.197803497314453,21.649818420410156
12-16-59-27,-12.130731582641602,6.032966613769531,20.618316650390625
12-16-59-27,-11.82860279083252,3.923076629638672,27.580955505371094
12-16-59-27,-11.49786376953125,5.989009857177734,18.860076904296875
12-16-59-27,-11.137369155883789,5.901100158691406,20.52454376220703
12-16-59-27,-10.807393074035645,4.406593322753906,26.01025390625
12-16-59-27,-10.534255981445312,5.527473449707031,22.23590087890625
12-16-59-27,-10.185206413269043,5.74725341796875,19.96190643310547
12-16-59-27,-9.807927131652832,4.780220031738281,24.97875213623047
12-16-59-27,-9.553101539611816,4.758243560791016,24.20513153076172
12-16-59-27,-9.23952865600586,4.824176788330078,23.97069549560547
12-16-59-27,-8.844701766967773,5.879119873046875,19.96190643310547
12-16-59-27,-8.521209716796875,5.197803497314453,24.931869506835938
12-16-59-28,-8.211071014404297,5.8131866455078125,22.77509307861328
12-16-59-28,-7.828068733215332,6.164836883544922,20.126007080078125
12-16-59-28,-7.480926036834717,5.395603179931641,23.29084014892578
12-16-59-28,-7.160105228424072,4.868133544921875,22.142127990722656
12-16-59-28,-6.824406623840332,5.835163116455078,19.399269104003906
12-16-59-28,-6.5142669677734375,4.714286804199219,24.392677307128906
12-16-59-28,-6.177424430847168,5.219779968261719,21.556045532226562
12-16-59-28,-5.85431432723999,5.329669952392578,20.47765350341797
12-16-59-28,-5.562867164611816,4.120880126953125,26.197799682617188
12-16-59-28,-5.264171600341797,4.626373291015625,21.579490661621094
12-16-59-28,-4.918936252593994,5.175823211669922,21.134063720703125
12-16-59-28,-4.5904860496521,4.780220031738281,25.611724853515625
12-16-59-28,-4.343289375305176,4.472526550292969,26.994873046875
12-16-59-28,-3.9957656860351562,5.615383148193359,22.892311096191406
12-16-59-28,-3.6070423126220703,6.032966613769531,22.657875061035156
12-16-59-28,-3.317502021789551,3.879119873046875,28.51868438720703
12-16-59-29,-2.9913406372070312,5.835163116455078,22.634429931640625
12-16-59-29,-2.597658157348633,6.384616851806641,21.95458221435547
12-16-59-29,-2.2497520446777344,5.175823211669922,26.97142791748047
12-16-59-29,-1.9316015243530273,5.637363433837891,22.845420837402344
12-16-59-29,-1.5535593032836914,6.0549468994140625,20.75897216796875
12-16-59-29,-1.202601432800293,5.0659332275390625,25.002197265625
12-16-59-29,-0.8787288665771484,4.780220031738281,22.96263885498047
12-16-59-29,-0.5331125259399414,5.967033386230469,20.149452209472656
12-16-59-29,-0.21076488494873047,5.109889984130859,24.53333282470703
12-16-59-29,0.13523292541503906,5.0659332275390625,23.361175537109375
12-16-59-29,0.4755096435546875,5.219779968261719,22.77509307861328
12-16-59-29,0.7608528137207031,4.274726867675781,26.807327270507812
12-16-59-29,1.0828180313110352,5.131866455078125,21.626373291015625
12-16-59-29,1.4406423568725586,5.637363433837891,21.602928161621094
12-16-59-29,1.7526893615722656,4.582416534423828,27.04175567626953
12-16-59-29,2.033074378967285,5.417583465576172,24.27545928955078
12-16-59-30,2.392423629760742,6.472526550292969,19.891578674316406
12-16-59-30,2.768177032470703,4.516483306884766,26.76043701171875
12-16-59-30,3.0394067764282227,4.516483306884766,25.75238037109375
12-16-59-30,3.3560314178466797,5.923076629638672,22.048355102539062
12-16-59-30,3.752002716064453,5.417583465576172,22.681320190429688
12-16-59-30,4.072061538696289,5.197803497314453,25.002197265625
12-16-59-30,4.389066696166992,5.175823211669922,24.74432373046875
12-16-59-30,4.773212432861328,6.098899841308594,20.876190185546875
12-16-59-30,5.119211196899414,5.219779968261719,23.5018310546875
12-16-59-30,5.4396514892578125,5.043956756591797,23.97069549560547
12-16-59-30,5.795185089111328,5.571430206298828,21.579490661621094
12-16-59-30,6.119440078735352,5.131866455078125,24.95531463623047
12-16-59-30,6.4684906005859375,5.043956756591797,24.650550842285156
12-16-59-30,6.807239532470703,5.637363433837891,21.79047393798828
12-16-59-30,7.095636367797852,4.164836883544922,27.22930145263672
12-16-59-30,7.430570602416992,5.835163116455078,21.180953979492188
12-16-59-31,7.792209625244141,5.483516693115234,22.564102172851562
12-16-59-31,8.085184097290039,3.791210174560547,29.409523010253906
12-16-59-31,8.377775192260742,5.417583465576172,22.681320190429688
12-16-59-31,8.744373321533203,6.472526550292969,19.868133544921875
12-16-59-31,9.104104995727539,4.362636566162109,27.323074340820312
12-16-59-31,9.400510787963867,4.780220031738281,25.447616577148438
12-16-59-31,9.745746612548828,5.8131866455078125,21.25128173828125
12-16-59-31,10.132181167602539,5.615383148193359,24.580223083496094
12-16-59-31,10.43927001953125,5.461540222167969,24.345787048339844
12-16-59-31,10.77573013305664,6.230770111083984,21.110626220703125
12-16-59-31,11.169031143188477,5.6813201904296875,23.994140625
12-16-59-31,11.51312255859375,5.351650238037109,23.900367736816406
12-16-59-31,11.839666366577148,5.329669952392578,22.610992431640625
12-16-59-31,12.197872161865234,4.516483306884766,26.338462829589844
12-16-59-31,-12.481307983398438,5.967033386230469,20.899635314941406
12-16-59-31,-12.137979507446289,5.549449920654297,22.118682861328125
12-16-59-32,-11.79350757598877,5.197803497314453,24.5098876953125
12-16-59-32,-11.498626708984375,5.131866455078125,22.939193725585938
12-16-59-32,-11.138895034790039,5.74725341796875,21.110626220703125
12-16-59-32,-10.77878189086914,4.472526550292969,26.150917053222656
12-16-59-32,-10.523193359375,4.296703338623047,26.104026794433594
12-16-59-32,-10.201228141784668,5.329669952392578,23.29084014892578
12-16-59-32,-9.814030647277832,5.6813201904296875,21.25128173828125
12-16-59-32,-9.5164794921875,3.923076629638672,29.948715209960938
12-16-59-32,-9.19489574432373,5.395603179931641,23.548721313476562
12-16-59-32,-8.805790901184082,6.824176788330078,20.75897216796875
12-16-59-32,-8.442244529724121,5.879119873046875,24.931869506835938
12-16-59-32,-8.117609024047852,4.846153259277344,25.002197265625
12-16-59-32,-7.734607696533203,6.824176788330078,18.5084228515625
12-16-59-32,-7.383649826049805,5.549449920654297,23.103294372558594
12-16-59-32,-7.06435489654541,4.824176788330078,25.049087524414062
12-16-59-32,-6.744297027587891,5.835163116455078,20.407325744628906
12-16-59-33,-6.426146507263184,4.846153259277344,24.22856903076172
12-16-59-33,-6.093118190765381,5.043956756591797,22.75164794921875
12-16-59-33,-5.775349140167236,5.703296661376953,21.087181091308594
12-16-59-33,-5.477035045623779,3.5934066772460938,28.659339904785156
12-16-59-33,-5.1970319747924805,4.648349761962891,23.103294372558594
12-16-59-33,-4.852941036224365,5.549449920654297,22.96263885498047
12-16-59-33,-4.501983642578125,4.714286804199219,25.916481018066406
12-16-59-33,-4.229991912841797,4.142856597900391,28.682785034179688
12-16-59-33,-3.881704330444336,5.615383148193359,21.837364196777344
12-16-59-33,-3.47467041015625,6.032966613769531,22.54065704345703
12-16-59-33,-3.1706342697143555,4.6923065185546875,30.159706115722656
12-16-59-33,-2.8192949295043945,5.351650238037109,24.697433471679688
12-16-59-33,-2.394712448120117,6.25274658203125,23.26740264892578
12-16-59-33,-2.0563440322875977,5.263736724853516,26.47911834716797
12-16-59-33,-1.7175931930541992,5.527473449707031,22.634429931640625
12-16-59-33,-1.3151369094848633,6.6923065185546875,21.74359130859375
12-16-59-34,-0.9611272811889648,5.989009857177734,22.071792602539062
12-16-59-34,-0.6200885772705078,5.967033386230469,21.579490661621094
12-16-59-34,-0.2634086608886719,5.329669952392578,22.142127990722656
12-16-59-34,0.051308631896972656,5.395603179931641,21.931137084960938
12-16-59-34,0.3690776824951172,4.846153259277344,22.165565490722656
12-16-59-34,0.6872282028198242,4.846153259277344,23.78314971923828
12-16-59-34,0.9378576278686523,3.923076629638672,27.95604705810547
12-16-59-34,1.2521934509277344,5.483516693115234,21.673263549804688
12-16-59-34,1.6020069122314453,6.1868133544921875,21.157508850097656
12-16-59-34,1.904134750366211,3.703296661376953,29.315750122070312
12-16-59-34,2.189478874206543,5.6813201904296875,21.79047393798828
12-16-59-34,2.546921730041504,5.967033386230469,21.321609497070312
12-16-59-34,2.919623374938965,4.714286804199219,26.830772399902344
12-16-59-34,3.1942853927612305,4.824176788330078,25.75238037109375
12-16-59-34,3.5250244140625,5.285713195800781,22.329673767089844
12-16-59-34,3.919088363647461,6.0549468994140625,22.75164794921875
12-16-59-35,4.225414276123047,4.846153259277344,26.643226623535156
12-16-59-35,4.547760009765625,5.285713195800781,22.446884155273438
12-16-59-35,4.931142807006836,5.175823211669922,22.939193725585938
12-16-59-35,5.270656585693359,5.351650238037109,24.20513153076172
12-16-59-35,5.592241287231445,5.6813201904296875,23.126739501953125
12-16-59-35,5.956169128417969,5.879119873046875,21.884246826171875
12-16-59-35,6.291484832763672,5.835163116455078,21.649818420410156
12-16-59-35,6.649309158325195,5.417583465576172,21.53260040283203
12-16-59-35,6.991493225097656,4.868133544921875,23.29084014892578
12-16-59-35,7.255092620849609,4.978023529052734,25.306961059570312
12-16-59-35,7.593461990356445,5.549449920654297,22.75164794921875
12-16-59-35,7.939842224121094,5.219779968261719,21.884246826171875
12-16-59-35,8.20382308959961,3.3516502380371094,29.925277709960938
12-16-59-35,8.475051879882812,5.175823211669922,22.75164794921875
12-16-59-35,8.812274932861328,6.274726867675781,20.21977996826172
12-16-59-35,9.184595108032227,4.340660095214844,27.604393005371094
12-16-59-36,9.456207275390625,4.472526550292969,26.197799682617188
12-16-59-36,9.781986236572266,6.0549468994140625,21.931137084960938
12-16-59-36,10.182535171508789,5.461540222167969,23.595603942871094
12-16-59-36,10.50030517578125,5.263736724853516,25.846153259277344
12-16-59-36,10.822652816772461,5.483516693115234,22.681320190429688
12-16-59-36,11.200313568115234,6.3186798095703125,20.993408203125
12-16-59-36,11.537918090820312,5.549449920654297,23.26740264892578
12-16-59-36,11.862554550170898,5.549449920654297,22.821975708007812
12-16-59-36,12.221904754638672,5.835163116455078,21.837364196777344
12-16-59-36,-12.463377952575684,5.263736724853516,25.049087524414062
12-16-59-36,-12.123483657836914,4.978023529052734,23.408058166503906
12-16-59-36,-11.789311408996582,5.461540222167969,21.368499755859375
12-16-59-36,-11.506637573242188,4.6923065185546875,25.51795196533203
12-16-59-36,-11.178950309753418,5.461540222167969,21.345054626464844
12-16-59-36,-10.823796272277832,6.25274658203125,20.430770874023438
12-16-59-36,-10.525863647460938,3.131866455078125,31.191207885742188
12-16-59-37,-10.261882781982422,5.285713195800781,22.00146484375
12-16-59-37,-9.92160701751709,5.571430206298828,21.837364196777344
12-16-59-37,-9.554627418518066,5.769229888916016,24.25201416015625
12-16-59-37,-9.278057098388672,4.626373291015625,27.20586395263672
12-16-59-37,-8.956473350524902,5.879119873046875,22.75164794921875
12-16-59-37,-8.558213233947754,5.615383148193359,22.54065704345703
12-16-59-37,-8.251888275146484,5.043956756591797,25.095970153808594
12-16-59-37,-7.942130088806152,4.648349761962891,24.931869506835938
12-16-59-37,-7.572098731994629,5.923076629638672,21.298171997070312
12-16-59-37,-7.235637664794922,4.758243560791016,25.75238037109375
12-16-59-37,-6.912909030914307,5.417583465576172,24.392677307128906
12-16-59-37,-6.548218727111816,6.3186798095703125,21.110626220703125
12-16-59-37,-6.201838493347168,5.285713195800781,23.056411743164062
12-16-59-37,-5.845921993255615,5.835163116455078,21.438827514648438
12-16-59-37,-5.496490478515625,5.043956756591797,22.23590087890625
12-16-59-37,-5.206950664520264,4.208789825439453,27.299636840820312
12-16-59-38,-4.877355575561523,5.549449920654297,21.602928161621094
12-16-59-38,-4.533646106719971,5.615383148193359,20.547988891601562
12-16-59-38,-4.228084564208984,3.879119873046875,30.675460815429688
12-16-59-38,-3.938544273376465,5.329669952392578,24.861541748046875
12-16-59-38,-3.5654611587524414,6.758243560791016,20.03223419189453
12-16-59-38,-3.2003889083862305,4.758243560791016,26.5025634765625
12-16-59-38,-2.900167465209961,4.648349761962891,25.095970153808594
12-16-59-38,-2.5541696548461914,5.967033386230469,21.22783660888672
12-16-59-38,-2.1723127365112305,4.9340667724609375,25.23663330078125
12-16-59-38,-1.8625545501708984,5.197803497314453,24.064468383789062
12-16-59-38,-1.5383005142211914,5.923076629638672,21.649818420410156
12-16-59-38,-1.147287368774414,5.329669952392578,24.369232177734375
12-16-59-38,-0.810063362121582,5.197803497314453,23.384613037109375
12-16-59-38,-0.49114990234375,5.549449920654297,22.23590087890625
12-16-59-38,-0.13446998596191406,5.395603179931641,22.845420837402344
12-16-59-38,0.18635082244873047,5.571430206298828,22.564102172851562
12-16-59-39,0.51708984375,5.109889984130859,23.408058166503906
12-16-59-39,0.8672847747802734,4.714286804199219,25.682052612304688
12-16-59-39,1.159113883972168,4.9340667724609375,25.28351593017578
12-16-59-39,1.5146484375,6.098899841308594,22.353111267089844
12-16-59-39,1.884298324584961,5.527473449707031,23.52527618408203
12-16-59-39,2.1551456451416016,5.197803497314453,25.98681640625
12-16-59-39,2.462996482849121,5.263736724853516,22.54065704345703
12-16-59-39,2.832646369934082,6.098899841308594,20.876190185546875
12-16-59-39,3.1198978424072266,3.791210174560547,29.362640380859375
12-16-59-39,3.3850231170654297,3.703296661376953,26.807327270507812
12-16-59-39,3.706989288330078,5.769229888916016,20.923080444335938
12-16-59-39,4.080072402954102,4.714286804199219,26.174362182617188
12-16-59-39,4.38868522644043,5.175823211669922,26.03369903564453
12-16-59-39,4.717517852783203,5.769229888916016,24.134796142578125
12-16-59-39,5.124170303344727,5.549449920654297,23.52527618408203
12-16-59-39,5.4732208251953125,5.527473449707031,23.22051239013672
12-16-59-40,5.806247711181641,6.538459777832031,21.907691955566406
